 10万なるほど。もう一つあのカメラは見てもいいですか？,"100,000 I see. Can I have another look at that camera?"
 こちらフォトプリンターとなっております8使い方としましょうこちらの USB ポートに USB を差し込んでいただいてもよろしいでしょうか。 はいありがとうございます8で顔面であの写真を選んでいただきまして印刷ボタンを押していただいてもよろしいでしょうかはいこれまで少しお時間かかりますので店内ご覧になった町でありますか, This is a photo printer. Thank you very much.Is it okay if you select that photo with your face in step 8 and press the print button?
 こちら写真になりますはいはい, This will be a picture yes yes
 こっちのカメラズーム機能付いておりまして、光学ズームで最大5倍までズームすることができるようになっております。," This camera has a zoom function, and it is possible to zoom up to 5 times with optical zoom."
 これが一眼レフとかいうやつですか。, Is this a single-lens reflex camera?
 これはおいくらですか？,how much is this?
 これはやっぱりなんかよく皆さんもいろんな種類多いんですかね。," After all, everyone has a lot of different kinds, isn't it?"
 これはズームはどれくらい？, how much zoom is this?
 これは色は何色があるんですか？, How many colors does this have?
 ございました。, Thank you.
 ございます。, Thank you.
 じゃあこれいただきます。, Then I'll have this.
 じゃあこれではい。, Then this is fine.
 じゃあ白でお願いします。," Then white, please."
 すいませんちょっと見させてもらうだけでいいですか," Excuse me, can I just have a look?"
 そうだねでもとにかく軽いけれども120 G になっておりますも手軽に始めたいっていう方に人気の商品になっております。," That's right, but it's light, but it's 120 G, so it's a popular product for those who want to start easily."
 そうだね全部方がやりますんですがお勧めなんですよ," That's right, everyone does it, but I recommend it."
 そうですね、一応写真家なんですね。," Well, I guess I'm a photographer."
 そうですね、人物思い撮ってるんですが。," Well, I'm taking pictures of people."
 そうですね、何色があったりするんですか。," Well, how many colors do you have?"
 そうですね、撮影モード自体はあのこちらの機能にもございまして9種類になりますけど、撮影モードがございます。そうですねあとはそうですね解像度が24.0メガピクセルございましてそちらのカメラが少し家の解像度が良いカメラとなってます,"Well, the shooting mode itself is also available in this function, and there are 9 types of shooting modes. That's right. Also, it has a resolution of 24.0 megapixels, and your camera has a slightly better resolution."
 そうですね、普段使いであればこちらの方がおすすめかと思いますね。," Well, I think this one is recommended for everyday use."
 そうですね。, I agree.
 そうですね。申し訳ございません、詳しいことは別の係からご案内させて頂きます少々お待ちくださいませ。," I agree. I'm sorry, but please wait a moment for more details."
 そうですねそうなんですか, Is that so?
 そうですねそれは一眼レフより場所とまとめやすいということではい最近出ている商品になっております," That's right, it's a product that has been released recently because it's easier to put together than a single-lens reflex camera."
 そうですねはいそうですね子供とか取られるとかそういうのでは良いと思います," That's right, yes, I think it's fine if the child is taken away or something like that."
 そうなんありがとうございます。重さの方は向こうに比べてどれくらいの重さでしょう。,"Thank you very much. As for the weight, how much does it weigh compared to the other side?"
 そこまで重くはない漢字で。, With kanji that is not that heavy.
 それは55000円となっております。そうですねあの本格的にやった趣味としても伝え方はまあこちらも人気はあるんですけれどもこちらのコンパクトさと比べますとお値段はちょっと上がって参ります," It is 55,000 yen. Well, even though it's a full-fledged hobby, the way it's conveyed is also popular, but compared to the compactness of this one, the price will go up a bit."
 それはどれなりますか？, which one will it be?
 ただいました。, I got it.
 ちなみにこれ以外にお勧めあればお聞きしたいんですけど。," By the way, if you have any other recommendations, I would love to hear them."
 ちなみにすいませんねお値段の方は," By the way, sorry about the price"
 ちょちょっと考えてきますすみませんありがとうございます, Thank you
 ちょっとやり方が分からないんですけれども。, I don't know how to do it.
 ちょっと嬉しいですね。 おまたの軽くて色は何色があるでしょうか。, I'm a little happy. How many colors are there for light weight?
 ちょっと見ときますすいません, Excuse me for a moment
 できますか？店長すいません SONY のカメラの自動機能について説明お願いします。,"Can you do it? Manager Excuse me, please explain the automatic function of the SONY camera."
 でとうございました。, Thank you very much.
 ではできましたらあのお声かけさせて頂きますのでよろしくお願いいたします。," If possible, I would like to hear from you. Thank you."
 ではできましたらあのお声かけさせて頂きますのでよろしくお願いいたします。写真の現像は終わりましたのでお渡しさせていますこちら写真になりますこちら USB となりますありがとうございました。," If possible, I would like to hear from you. Thank you. The development of the photo is over, so I will give it to you."
 ではシルバーお願いします。," Silver, please."
 どうやったら自動機能がありますか？, How do you have an automatic function?
 なるほど、軽く T シャツモードが豊富なのかと思ったら暑いです。," I see, it's hot when I thought it was light and abundant in T-shirt mode."
 なるほど。, I see.
 なるほど。もう1回一眼レフの方を見ていいですか？, I see. Can I take another look at the single-lens reflex camera?
 なるほど。もう1回一眼レフの方を見ていいですか？アルファードこれって色何色がありますか？," I see. Can I take another look at the single-lens reflex camera? Alphard, how many colors are there?"
 はい、係4で参りますので少々お待ちくださいませ。店長すいませんフォトプリントの使用方法をお願いできますか,"Yes, I will be in charge 4, so please wait a moment. Manager Excuse me, could you tell me how to use the photo print?"
 はい、問題ございませんでしたらこちらと USB を取りください。," Yes, if there is no problem, please take a USB with me."
 はい、聞きました。, Yes I heard.
 はい。, yes.
 はい。 はいありがとうございました, yes. Thank you
 はい。そうそうあのおまじない, yes. That spell
 はいあちらに機会ございますのでどうぞこちらを使われたことございますかはいでは説明できるものに帰りますので、少々お待ちくださいません。店長こちらのプリンターのご説明お願いします。," Yes, there is an opportunity over there, so please have you ever used this? Store ManagerPlease explain this printer."
 はいあちらに機会ございますのでどうぞこちらを使われたことございますかはいでは説明できるものに帰りますので、少々お待ちくださいません。店長こちらのプリンターのご説明お願いします。時間かかるようですのでお待ちくださいね。普段どんなカメラを使い何ですか？,"Yes, there is an opportunity over there, so please have you ever used this? Store ManagerPlease explain this printer. It looks like it will take some time, so please be patient. What kind of camera do you usually use?"
 はいありがとうございました, Thank you
 はいありがとうございます," Yes, thank you"
 はいありがとうございます少々お待ちくださいませ こちらが商品になります。, Thank you. Please wait a moment. This is the product.
 はいお客様すいませんこちらといい子になりますないでございました," Yes, I'm sorry, please don't be a good boy"
 はいお願いします," Yes, please"
 はいお願いしますはい, yes please yes
 はいお願いしますはいはい。はい。はい。はい。はい。ありがとうございましたございました。, yes please yes yes yes. yes. yes. yes. Thank you very much.
 はいかしこまりました掛4で参りますので少々お待ちくださいませんちょうすいませんフォトプリントの使用方法をお願いします,Please wait a moment.
 はいからいませんお願いします そちらになりますこちらがデジタルコンパクトカメラニコンのクールピクス S 2800という商品になっております。," No, please. It will be over there. This is a Nikon Coolpix S 2800 digital compact camera."
 はいございますご案内いたしますこちらが Nikon のデジタルカメラになったりますよよかったら手にとってご覧くださいとても軽いと思うんですけどもわずか120 G の重さになっております," Yes, please let me know. This is a Nikon digital camera."
 はいごゆっくりご覧ください, yes please take your time
 はいごゆっくりご覧くださいはいこちら55000円なっておりますはいあの黒の他に白とシルバーがございませんちなみに重さが470 G ございます。何か昨日とかについて。 よろしいですか。はいはい春日部シルバーで在庫確認してまいります少々お待ちくださいませんちょうすいませんソニーの 行って参ります。 お待たせしましたはいこちらはシルバーで泳いできました 頂いました。召しません、何かお探しですか？,"Yes, please take your time. Yes, it costs 55,000 yen. Yes, there is no white or silver other than black. By the way, it weighs 470g. something about yesterday Is it OK. Yes Yes I will check stock at Kasukabe Silver. Please wait a little longer. Sorry to keep you waiting. No, what are you looking for?"
 はいご案内いたしますこちらになります こちらになりますキャノンの EOS 5 d mark iii になっております。," Yes, I will guide you.It will be here.It will be here.This is a Canon EOS 5d mark iii."
 はいご案内いたしますこちらになります こちらになりますキャノンの EOS 5 d mark iii になっております。お餅の重さは950 G になっております。," Yes, I will guide you.It will be here.It will be here.This is a Canon EOS 5d mark iii. The weight of the rice cake is 950 G."
 はいじゃあこれで頂いて帰りますありがとうございます, Thank you
 はいそうなんです, yes that's right
 はいその方はズームが5倍で背徳のものをアップで撮ったりとかできるものになっておりますので、,"Yes, that person has a 5x zoom and can take close-ups of immoral things, so"
 はいでは在庫の方確認してまいります少々お待ちくださいお待たせいたしましたキャノンの一眼レフとなります," Yes, I will check the inventory. Please wait a moment. Thank you for waiting."
 はいどうぞ, here you are
 はいどうぞ気になるあの気になるものありましたらまた何かお声かけくださいどういったカメラ探されてるんですか。," Yes, please let me know if there is anything that interests you. What kind of camera are you looking for?"
 はいはい、言ってください。こちらの方、紫なります。, yes please say This one is purple.
 はいはい、遊ぶあーなるほどカメラは遊ぶ時でしたらではこちらにどうぞ。," Yes, yes, play. Ah, I see. If it's time to play with the camera, then go here."
 はいはい。 これからだいたいどれぐらいですか？, yeah yeah How long will it be?
 はいはい。 はい。, yeah yeah yes.
 はいはいこちらまでどうぞはいじゃあご説明別のものにさせて帰りますので少々お待ちくださいません店長ジュラのプリンターの使い方のご説明お願いします," Yes, please go to this place Yes, please let me explain."
 はいはいございませんご案内いたしますこちらになりますこちらがソニーのアルファ6000という商品です,"Yes, no, please let me know. This is the product. This is the Sony Alpha 6000."
 はいはいご案内いたしますこちらになります情報は分かりでしょうかそしてこちらに USB を差し込んでいただきますか, Yes Yes I will guide you here
 はいはいではあのベトナムなら説明に参りますので少々お待ちくださいません店長こちらのプリンターの使い方のご説明お願いします," Yes, yes, I'll come to explain about Vietnam, so please wait a moment. Manager, please explain how to use this printer."
 はいはいよく取られるんでしたらこちらの方こそミラーレスの一眼カメラになったりませんはいソニーのアルファ6000という商品です," Yes Yes, if it's taken a lot, this one will be a mirrorless single-lens camera. Yes, it's a product called Sony's Alpha 6000."
 はいはい大丈夫ですはいすいませんフィルム現像お願いします, yes yes okay yes sorry please develop the film
 はいわかりました," Yes, I understand"
 はいわかりました 渡しましたこちらが商品になっております。, Yes I understand. This is the product I gave you.
 はいソニーのミラーレスの解像度につきましては24.0メガピクセルとなっており," Yes, Sony's mirrorless has a resolution of 24.0 megapixels."
 はいフィルムの現像でございますではこちらにどうぞ店長フィルムの現像お願い致します,"Yes, it's a film development."
 はいミラーレスと一眼カメラですのでございますけれども," Yes, it's a mirrorless camera and an SLR camera."
 はいミラーレス一眼カメラありますがそちらご案内しましょうかはいはいこちらになりますよソニーのアルファ A 6000という商品だったります," Yes, I have a mirrorless single-lens camera, but would you mind telling me about it? Yes, this is Sony's Alpha A 6000."
 はい分かりましたではあの詳しい者と変わりさせて頂きます少々お待ちください10ちゃんすいませんフォトプリンターの使い方がわからないというお客様がおられますのでお願いします," Okay, I'll change you to someone more knowledgeable. Please wait a moment."
 はい分かりましたではこちらにどうぞゴジラニコンのクールピクスというコンパクトデジタルカメラになってますこちらのカメラそうです人物とるすごく取りやすいカメラであってその他にも回し初心者の方にもすごい取りやすいカメラなので後はそうですねあの大変軽くて持ちやすいので持ち運びに便利と言ったそういった特徴があるカメラ,"Okay, so here it is. It's a compact digital camera called Godzilla Nikon's Coolpix. That's right, it's very light and easy to hold, so it's convenient to carry."
 はい承っておりますさとし関東のほうでしておりますのでご案内いたしますこちらになります体調フィルムの現像お願いします," Yes, we do. Satoshi is in the Kanto region, so we will guide you."
 はい風景が取りやすいカメラですかそうですねあの軽いカメラとか本格的な食べるとか色々ありますけどはいわかりましたではこちらにどうぞこちらニコンのクールピクス S 2800コンパクトデジタルカメラとなっております大変あの軽いカメラで価格も安くて使いやすいカメラ," Yes, it's a camera that makes it easy to capture landscapes. Yes, there are various kinds of cameras, such as that light camera and a full-fledged foodie. cheap and easy camera"
 はーい。,Yes.
 ませんありがとうございました, no thank you
 またしましたお買い上げありがとうございます。水戸ございました。, Thank you again for your purchase. Thank you Mito.
 めっちゃ後できますよろしくお願いいたします, Thank you very much
 もうちょっと寝させてもらいます。, Let me sleep a little longer.
 やっぱりしますよね。," After all, you do."
 ゆっくりご覧下さい。, Please take your time.
 わからないですはい, i don't know yes
 わかりました。値段とかはどれぐらいですか？フェイス2機能としては全部自動でやってくれたりしますか？," got it. What is the price like? As a face 2 function, do you do it all automatically?"
 わかりました。重さと乾く7時頃帰りました。色とかは何種類かあったりしますか売れてる色とかあったりしますか人気の色とか。, got it. I got home around 7 o'clock when it was heavy and dry. How many colors are there? Are there popular colors?
 わかりましたもう少し良いカメラになるとどれになりますかお願いします," Okay, which camera would you choose?"
 カジュアルなカメラですね。, It's a casual camera.
 カメラ初心者でも簡単に扱えたりしますか？, Is it easy to use even for camera beginners?
 ソニーのミラーレスは470 G はい。, Sony's mirrorless is 470G Yes.
 ソニーの方はどれくらい持ってみても大丈夫ですか？ 結構ずっしりくる重さはだいたいどれくらいですか？,How long can Sony take? About how much does it weigh?
 ハイ解像度が22.3メガピクセルなってます。, The high resolution is 22.3 megapixels.
 フォトプリントの使用方法についてお尋ねです。, I have a question about how to use the photo print.
 ブラックで販売しますお待ちください会場が暗くなります。, It will be sold in black. Please wait. The venue will be dark.
 今朝もまたしました来るピクスの位なりますでございました。, Thank you again for coming this morning.
 他ありますか。, Do you have any others?
 他の種類と比べて結構高かったり低かったりっていうのはどのくらいかは, How high or low is it compared to other types?
 何かお探しですか？, Looking for something?
 何か質問ありましたらお声かけください。, Please let me know if you have any questions.
 何か質問ありましたらお声かけください。ご興味をお持ちですか。, Please let me know if you have any questions. Interested?
 何色がありますか？, how many colors do you have?
 入ってた待っておりますフォトプリンターにご案内いたしますこちらの機械そう方法は分かりですか？, I'm waiting for you. I'll guide you to the photo printer.
 全長フィルムの現像のお客様です。,This is a customer who develops full-length film.
 分からないです。, I don't know.
 分かりました。解像度とか, I understand resolution
 分かりましたでは確認のものも読んで参りますので、少々お待ちいただけますか。すいません4とプリンターの使い方がわからないといいねを説明してもいただいてよろしいでしょうか。," Okay, so I'll read the confirmation, so could you wait a bit? Excuse me 4 and I don't know how to use the printer."
 初心者でよくわかんないですけども、改造をどう使うというのははい。," I'm a beginner and I don't really understand, but yes, how to use remodeling."
 在庫のほうございましたのでお渡しいたします Canon," I have it in stock, so I will give it to you Canon"
 大倶利伽羅になってください。, Please become Okurakara.
 大倶利伽羅になってください。カメラにご興味がおありですか？, Please become Okurakara. Interested in cameras?
 天井スイマセン解像度の説明お願いします。, Ceiling Suimasen Please explain the resolution.
 帰りました。 機能としてはどんな機能がありますか？, came back. What kind of functions do you have?
 帰りました。人をとるんやったらこっちの方がいいですかね。," came back. If you're going to take people, this place is better, isn't it?"
 帰りましたお声かけください, I'm back please say hello
 店長すいません2個のあの空になってるお客様がズームについてお尋ねなんですが、,"Manager Excuse me, those two empty customers are asking about zoom."
 店長すいません8回相談についてお客様が知りたいと願いします。," Manager I'm sorry, but I would like to know about the 8th consultation."
 店長すみません8ニコンのカメラでイルミネーションとかで綺麗に撮れるかという質問があるんですか？, Manager Excuse me 8Do you have a question about whether you can take beautiful pictures with illuminations with a Nikon camera?
 店長に金のあの詳細ルームとか帰路についてお尋ねなんですが、, I'd like to ask the store manager about the details of Kin's room and the way home.
 店長はスイマセン解像度と自動機能について教えて頂きたいお客様おられますお願いします。, The store manager is a customer who wants to tell us about Suimasen resolution and automatic function.
 店長ニコンの自動機能についてお尋ねなんですが開始します。," Manager I'm asking about Nikon's automatic function, but I'll start."
 待たせしましたソニー見られ市の城で御用で行きましたので," Sorry to keep you waiting, Sony"
 手伝いました。, I helped.
 明日ですねちょっと悩んでますはい帰りました," It's tomorrow, I'm a little worried."
 明日店長すいませんあのプリントは使いたい方で使い方がわからないで説明していただけないでしょう, I'm sorry for the store manager tomorrow.
 映像はすごく綺麗ですね。,The video is so beautiful.
 有田大ました。, Arita University.
 構安い方でカラーバリエーションとかも多かったりするんですか？, Are there many color variations for the cheaper ones?
 機能としてはどんな機能がありますか？, What kind of functions do you have?
 沛公は5倍まで可能です。, Pei Gong can be up to five times.
 熱出ました。, I have a fever.
 特に800円はすごいあちょっとあのルームとかもしかしてたくさん使うかもしれないんでその辺どうなんですかね," In particular, 800 yen is amazing, and I might spend a lot of money on that room, so what do you think about that?"
 現像できるまで少し時間かかるので、店内ご覧になってお待ちいただけますかはいよろしくお願いします。," It will take some time to develop, so could you please wait while you look at the shop?"
 白色が好きなので値段はいくらでしょうか。," I like white, so how much is the price?"
 確かにお手軽ですよね。, It sure is easy.
 紫って絶対見れますかあちゃん、浦崎きれいなんでいただきます。, Can you definitely see purple?
 自動機能とかも育っておりまして、初任者の方には使いやすいといった。," The automatic function is also growing, and it is said that it is easy to use for beginners."
 興味半分何ですかお値段ってどのくらい, What is half of your interest? How much is the price?
 船長メスの解像度についてお尋ねです。, have a question about the resolution of the captain female.
 色とかは、, color etc.
 色は一色だけです。, Only one color.
 行けそうですがよろしかったですかはいはいこっちで大丈夫ですねはいはいでこちらは画面変わりましたらお写真選んでいただきましてここの横押したらそこ写真選べますのでその帯で選んでいたのがこちらの仁寺洞て欲しいいただいてもよろしいでしょうか," It looks like I'll be able to go, but are you sure? Is it okay if I want you to eat it?"
 西洋撮影について詳しく聞きたいんではい。, I want to hear more about western photography.
 解像度とかはどんな感じなんですかね。, What do you think of the resolution?
 解像度はどのくらいになったりしますか？, How high will the resolution be?
 赤ではいありがとうございます, thank you in red
 軽いですけど大丈夫ですか？," It's light, but is it okay?"
 軽いですね、色の展開って何がありますかね。," It's light, what kind of color development do you have?"
 重さがちょっと重くなって、," The weight got a little heavy,"
 重さは重さはどんぐらいなんですか？, How much does it weigh?
01キロぐらいあるので、正確には900 G でしたが、,"It was about 01 kilograms, so it was 900 G to be exact,"
08種類もあるんですね。,There are 08 types.
1 kg 近い感じて。,Feels close to 1 kg.
1 km ですよねだからあとお客様の地震でもあのレンズを取り替え取り付けて頂きましたらもう少し重くなりますのでまあのとるぞっていう意気込んだから家でちょっと気軽に持ち運びはできないかと思うんですけれどもいい写真を撮りたいってことでしたらこちらの方が宜しいかと思います,"It's 1 km, so if you replace that lens in the event of an earthquake, it will become a little heavier, so I was determined to take it, so I thought I could easily carry it around at home, but I took good pictures. I think this is better if you say so"
10.1メガピクセルというのはその綺麗に写真が撮れる解像度というのがどのどのぐらいなのか新車なので,"10.1 megapixels is a new car, so what is the resolution that can take beautiful pictures?"
1000お願いします。,1000 please.
1000かかりました。 らっしゃいませはいこちらのピクチャーエフェクトですねはいこちらはあの13種類3種類があるんですけれども例えば水彩画のように写真を撮ったりあとはポスターのように大きく引き伸ばしすることができたりというようなことがございますはい,It took 1000. There are 13 types and 3 types of picture effects. masuhai
1000円と USB ドライブ持ってるんですけどこれはプリントアウトできますか,have 1000 yen and a USB drive. Can I print this out?
1005000円となっております。,It is 1005000 yen.
100円安いですね。,"It's 100 yen cheaper, isn't it?"
100新車でと安価自動機能ってあれば取れるんかと思って。,I thought I could get it if I had a cheap automatic function with a 100 new car.
10かかりました。出せません自動機能なんですけども2点ございまして一つが撮影モードってものがございませんこちらの撮影シーンに合わせて設定して炊きましたらより綺麗な写真が撮ることができませんというのがありましてこちらはあの写真自体をぼやかして見せたり水彩画のように見せた立派さんのように大きく引き伸ばしたりすることができる機能がございません,"It took 10. It's an automatic function, but there are two. One is that there is no shooting mode. There is no function that can blur the photo itself or enlarge it greatly like Mr. Ritsuka who made it look like a watercolor painting."
10ちゃんお願いします。こちらの機能についてお尋ねなんですが、,"10-chan, please. I have a question about this function."
10ちゃんお願いしますこちらの商品で解像度お尋ねなんですが,10-chan please
10ちゃん一眼レフをお求めの客様いらっしゃってます。,We have a customer who is looking for a 10-chan single-lens reflex camera.
10についた分かりかねは,I don't understand about 10
10万円で今持ってるやつよりも少し高いんですけれどでもマニ10万はそうですね,"At 100,000 yen, it's a little more expensive than the one I have now, but the 100,000 mani is the same."
10万円なるほど。 そうですね。じゃあさっきの SONY のカメラをいただきます,"100,000 yen. I agree. Then, I'll have the Sony camera I mentioned earlier."
10万円なるほど。このカメラってなんか色をこの白の他にありますか？,"100,000 yen. Does this camera come in any color other than white?"
10万円なるほど。さっきのカメラもう1回見てもいいですか？,"100,000 yen. Can I take another look at the camera from earlier?"
10万円払うことこの完売だって重さはどのくらいしますか？,"Paying 100,000 yen How much does this sold out weigh?"
10点で,in 10 points
120 G,120G
120 G しかありませんので、,"Since there is only 120 G,"
120 G しかないので。ポケットに出ていただけるような。,Since I only have 120G. Like you can put it in your pocket.
120 G すごい120 G すごいですねあの絵でも機能がそれそんなに,120 G Amazing 120 G Amazing That picture has so many functions
120 G すごいですねあのちょっとあのカメラ買うのが久しぶりなんであのちょっと色のバリエーションとか聞きたいんですけど,"120 G That's amazing. It's been a long time since I bought that camera, so I'd like to hear about that little color variation."
120 G すごい軽いですね。,120 G It's really light.
120 G でお手にも取りやすい重さですので、,It weighs 120 G and is easy to handle.
120 G でかなり軽いものとなっております。,"At 120 G, it is fairly light."
120 G で手軽に持っていただけるものとなっております。,120G makes it easy to carry.
120 G となっております。,It is 120G.
120 G となってるはず。,It should be 120G.
120 G と結構軽いですね。,120G is pretty light.
120 G なのでカバンとかに入れ溶ける重さとなっておりますそうなんですよ。,"It's 120 G, so it's a weight that can be melted in a bag or something."
120 G なので大変持ち運びに便利なものとなっております。,"It is 120 G, so it is very convenient to carry."
120 G なので大変軽いものですね。,120G is very light.
120 G になっております。,It is 120G.
120 G は軽いですねこのシルバーだけです,120 G is light It's only this silver
120 G 軽いですね。,120 G It's light.
120。,120
120そうですか。あの価格っておいくらぐらい,120 Is that so? how much is that price
120グラムで大変軽いものとなっております。,It is very light at 120 grams.
120字もいっぱいそのを持ち歩いてって言うのも全然も。,There is no need to carry around a lot of 120 characters.
127ならなら友達といろんな遊ぶ場面で使いたいと思ってるんですけどもこの殺人モードっていうのはどれぐらいあるのでしょうか,"If it's 127, I'd like to use it in various situations where I can play with my friends, but how many murder modes are there?"
12種類でいっぱいだからいろんなモードでまなか面白い写真撮ったりすることができるので良いと思います,"There are 12 types, so I think it's good because you can take interesting pictures in various modes."
12種類もあるんやんこれ値段はいくらぐらいなんですか,There are 12 types. How much does this cost?
12種類も補正ができるんですね。,You can make 12 types of corrections.
13も何があるんですかね。,I wonder what's in 13?
13より結構いいですね。,Much better than 13.
1470 G,1470G
1470 G でまあまあ。,1470 G is ok.
170 G,170G
170。それは軽いんですかね。,170. Is it light?
170。カバに入れて持ち運ぶのに。,170. To carry it in a cover.
1800円他に何か持ち運びしやすいカメラってありますか？,1800yen Do you have any other cameras that are easy to carry around?
18。,18
18の撮影モードというのは、,The 18 shooting modes are
18年もあるんですね。,You have 18 years.
18種類。例えばどんなモードがある。,"18 types. For example, what modes are there?"
18種類の撮影モードがついてまして海や山や夜景などそれぞれのシーンに合わせたものを設定して頂いて適したものをカメラが自動に洗濯してくれますのではいあの間違いなく失敗なく撮影できるものとなってます,"There are 18 different shooting modes, and you can set the one that suits each scene, such as the sea, mountains, or night scenery, and the camera will automatically choose the one that suits you, so you can shoot without any mistakes. become"
18種類はどういうどういうシーンがあるんですか？,What kind of scenes are there in the 18 types?
18種類もこんなちっちゃいのにすごいですね。,18 types are amazing for such a small size.
19という真ん中の真ん中のクラスというかはい,"The middle class in the middle of 19, or yes"
1ぐらい重さは重い方ですかね。,Is the weight about 1 heavy?
1は,1 is
1キロ1キロぐらいで済んだいたい。,It should be about 1km and 1km.
1キロぐらいですね正確には950 G で本体だけなのでそれであのレンズとか持ち歩くともっと重くなりますね,"It's about 1 kg, to be exact, it's 950 G and it's just the main body, so if you carry around that lens, it'll be even heavier."
1万円ですか？まで待っちょっと孫もできたことなんで。こちらで、,"Is it 10,000 yen? Wait till I have grandchildren. Here,"
1万円借りました。昨日としてどんな機能がありますか？,"I borrowed 10,000 yen. What are the functions of yesterday?"
1回出た。大丈夫みたいなかなか。,Came out once. It seems like it's okay.
1度見られますか？,Can you see it once?
1度高いですけど、買って頂くと長く使っていただけるので、,"It's expensive once, but if you buy it, you can use it for a long time,"
2.3メガピクセル,2.3 megapixel
2.5,2.5
2.5いらっしゃいませ、何かお探しでしょうか。,"2.5 Welcome, what are you looking for?"
20 G は結構軽いですね。色はシルバーだけですか？,20G is pretty light. Is silver the only color?
20.1は例えば明るい時とか暗い時なんかと思ったら自動機能されてたっけ。,"In 20.1, for example, when I thought it was bright or dark, it was automatically functioned."
20.1メガピクセルですね。,20.1 megapixels.
20.1メガピクセルとなってます。,It is 20.1 megapixels.
20.1メガピクセル出るのはまぁだいたい標準的な感じなんですかね,"20.1 megapixels is pretty standard, isn't it?"
20.1日 ちなみにこのタイプんでこれよりも解像度の幽門ってなるんですかね,"20.1 By the way, does this type of pylorus have a higher resolution than this?"
